date_extraction,activite,activite_emprunteur,activite_emprunteur_bus,activite_emprunteur_med,activite_salle_etude,activite_utilisateur_postes_informatiques,activite_utilisateur_wifi,tranches_d_age_1,tranches_d_age_2,roubaisien_ou_non,code_iris_de_roubaix,nom_de_l_iris_a_roubaix,commune_de_residence,inscription_attribut_action,inscription_attribut_zebre,inscription_carte,nombre_d_annees_d_adhesion,type_inscription,nb_venues,nb_venues_postes_informatiques,nb_venues_prets,nb_venues_prets_bus,nb_venues_prets_mediatheque,nb_venues_salle_etude,nb_venues_wifi,sexe,geo_point_2d
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120801,MOULIN NORD,ROUBAIX,,,Médiathèque,2.0,gratuite,1,1,0,0,0,0,0,Homme,"50.6836816835,3.17752684991"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120701,BARBIEUX - VAUBAN,ROUBAIX,,,Médiathèque Plus (Conservatoire),4.0,payante,6,0,6,0,6,0,0,Femme,"50.6795654267,3.16516830273"
2020,postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,,,ROUBAIX,,,Médiathèque,4.0,gratuite,4,4,0,0,0,0,2,Femme,
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121101,TROIS PONTS NORD,ROUBAIX,,,Médiathèque,4.0,gratuite,7,7,0,0,0,0,0,Homme,"50.6871060242,3.20123896701"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,WATTRELOS,,,Médiathèque Plus (17 €),4.0,payante,0,0,0,0,0,0,0,Femme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,59512110,,ROUBAIX,,,Médiathèque Plus (17 €),3.0,payante,0,0,0,0,0,0,0,Homme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,MONS-EN-BAROEUL,,,Médiathèque,3.0,gratuite,3,0,3,0,3,0,0,Homme,
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,HALLUIN,,,Médiathèque,3.0,gratuite,4,3,1,0,1,0,0,Femme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121203,FRATERNITE,ROUBAIX,,,Médiathèque,3.0,gratuite,0,0,0,0,0,0,0,Femme,"50.6828469736,3.19535999516"
2020,prêt,Emprunteur,Emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121102,TROIS PONTS SUD,ROUBAIX,,,Médiathèque,3.0,gratuite,6,0,6,4,2,0,0,Homme,"50.6838448476,3.20182368985"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120504,TRICHON,ROUBAIX,,,Médiathèque,3.0,gratuite,1,0,1,0,1,0,0,Femme,"50.6899026291,3.16585093674"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121203,FRATERNITE,ROUBAIX,,,Médiathèque,4.0,gratuite,1,1,0,0,0,0,0,Femme,"50.6828469736,3.19535999516"
2020,postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120602,NATIONS UNIES,ROUBAIX,,,Consultation sur place,4.0,gratuite,47,45,0,0,0,0,4,Femme,"50.6939680957,3.17350204159"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,CROIX,,,Médiathèque,4.0,gratuite,7,0,7,0,7,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121103,SARTEL,ROUBAIX,,,Médiathèque,4.0,gratuite,1,0,1,0,1,0,0,Femme,"50.6863275761,3.20835001586"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595121102,TROIS PONTS SUD,ROUBAIX,,,Médiathèque,4.0,gratuite,0,0,0,0,0,0,0,Femme,"50.6838448476,3.20182368985"
2020,étude + postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120201,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,3.0,gratuite,46,46,0,0,0,1,1,Homme,"50.6967838712,3.17302126792"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120403,HOMMELET SUD,ROUBAIX,,,Médiathèque,3.0,gratuite,1,1,0,0,0,0,0,Femme,"50.6950388086,3.18595896155"
2020,prêt,Emprunteur,Emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121301,NOUVEAU ROUBAIX,ROUBAIX,,,Médiathèque,3.0,gratuite,4,0,4,3,1,0,0,Femme,"50.67405232,3.18881428771"
2020,prêt,Emprunteur,Emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121003,PILE NORD,ROUBAIX,,,Médiathèque,3.0,gratuite,2,0,2,2,0,0,0,Homme,"50.6916022904,3.19347577858"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,AUCHEL,,,Consultation sur place,0.0,gratuite,0,0,0,0,0,0,0,Homme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120801,MOULIN NORD,ROUBAIX,,,Médiathèque Plus (Conservatoire),3.0,payante,2,0,2,0,2,0,0,Femme,"50.6836816835,3.17752684991"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,LILLE,,,Consultation sur place,3.0,gratuite,0,0,0,0,0,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,WASQUEHAL,,,Médiathèque Plus (35 €),3.0,payante,2,0,2,0,2,0,0,Homme,
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120301,ENTREPONT - CARTIGNY,ROUBAIX,,,Médiathèque,3.0,gratuite,2,2,0,0,0,0,0,Femme,"50.6977649684,3.19309371103"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120101,MACKELLERIE,ROUBAIX,,,Médiathèque,3.0,gratuite,0,0,0,0,0,0,0,Femme,"50.6920631481,3.15579587334"
2020,prêt,Emprunteur,Emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120303,CUL DE FOUR,ROUBAIX,,,Médiathèque,3.0,gratuite,4,0,4,1,3,0,0,Femme,"50.7041944438,3.17620611328"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120701,BARBIEUX - VAUBAN,ROUBAIX,,,Médiathèque Plus (5 €),3.0,payante,2,0,2,0,2,0,0,Femme,"50.6795654267,3.16516830273"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120602,NATIONS UNIES,ROUBAIX,,,Médiathèque,3.0,gratuite,0,0,0,0,0,0,0,Femme,"50.6939680957,3.17350204159"
2020,étude + postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120201,FOSSE AUX CHENES,ROUBAIX,,,Médiathèque,15.0,gratuite,19,19,0,0,0,1,0,Homme,"50.6967838712,3.17302126792"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595121002,PILE CENTRE,ROUBAIX,,,Consultation sur place,3.0,gratuite,0,0,0,0,0,0,0,Homme,"50.6893546046,3.19362889394"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,MOUVAUX,,,Médiathèque,3.0,gratuite,1,0,1,0,1,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120701,BARBIEUX - VAUBAN,ROUBAIX,,,Médiathèque,9.0,gratuite,1,0,1,0,1,0,0,Femme,"50.6795654267,3.16516830273"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,HEM,,,Médiathèque Plus (Conservatoire),3.0,payante,8,0,8,0,8,0,0,Homme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120901,STE ELISABETH CENTRE,ROUBAIX,,,Médiathèque,7.0,gratuite,3,0,3,0,3,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,VILLENEUVE-D'ASCQ,,,Médiathèque,15.0,gratuite,1,0,1,0,1,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,VILLENEUVE-D'ASCQ,,,Médiathèque,13.0,gratuite,1,0,1,0,1,0,0,Homme,
2020,étude + postes + wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121103,SARTEL,ROUBAIX,,,Médiathèque,11.0,gratuite,8,7,0,0,0,1,2,Femme,"50.6863275761,3.20835001586"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120601,ESPERANCE CENTRE,ROUBAIX,,,Médiathèque,7.0,gratuite,1,0,1,0,1,0,0,Homme,"50.6913285696,3.17220444227"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,WATTRELOS,,,Médiathèque,10.0,gratuite,0,0,0,0,0,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,,,Roubaisien,,,ROUBAIX,,,Collectivités (Classes maternelles et primaires),13.0,gratuite,1,0,1,0,1,0,0,NP,
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121101,TROIS PONTS NORD,ROUBAIX,,,Médiathèque,15.0,gratuite,6,1,5,0,5,0,0,Homme,"50.6871060242,3.20123896701"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120801,MOULIN NORD,ROUBAIX,,,Médiathèque,11.0,gratuite,1,0,1,0,1,0,0,Femme,"50.6836816835,3.17752684991"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121003,PILE NORD,ROUBAIX,,,Médiathèque,8.0,gratuite,1,1,0,0,0,0,0,Femme,"50.6916022904,3.19347577858"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,LILLE,,,Médiathèque,3.0,gratuite,5,5,0,0,0,0,0,Homme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120302,HUTIN - ORAN,ROUBAIX,,,Médiathèque,7.0,gratuite,0,0,0,0,0,0,0,Femme,"50.7053729807,3.18718772068"
2020,prêt + postes + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120301,ENTREPONT - CARTIGNY,ROUBAIX,,,Médiathèque,3.0,gratuite,2,2,2,0,2,0,1,Femme,"50.6977649684,3.19309371103"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595121001,PILE EST,ROUBAIX,,,Médiathèque,8.0,gratuite,2,0,2,0,2,0,0,Homme,"50.6877901549,3.19586939419"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121302,HAUTS CHAMPS,ROUBAIX,,,Médiathèque,3.0,gratuite,2,0,2,0,2,0,0,Homme,"50.6718524781,3.19451321791"
2020,étude + postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120602,NATIONS UNIES,ROUBAIX,,,Médiathèque,9.0,gratuite,42,42,0,0,0,1,0,Homme,"50.6939680957,3.17350204159"
2020,wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,CROIX,,,Médiathèque,3.0,gratuite,4,0,0,0,0,0,4,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,SAINT-VAAST-EN-CAMBRESIS,,,Médiathèque,9.0,gratuite,7,0,7,0,7,0,0,Homme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120504,TRICHON,ROUBAIX,,,Médiathèque Plus (5 €),3.0,payante,0,0,0,0,0,0,0,Homme,"50.6899026291,3.16585093674"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120702,BARBIEUX SUD,ROUBAIX,,,Médiathèque,15.0,gratuite,1,1,0,0,0,0,0,Femme,"50.6770661863,3.17167685806"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120901,STE ELISABETH CENTRE,ROUBAIX,,,Médiathèque,3.0,gratuite,2,0,2,0,2,0,0,Femme,
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120202,ALMA SUD,ROUBAIX,,,Médiathèque,12.0,gratuite,0,0,0,0,0,0,0,Femme,"50.7002213045,3.1681608643"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120802,MOULIN SUD,ROUBAIX,,,Médiathèque Plus (5 €),3.0,payante,0,0,0,0,0,0,0,Femme,"50.6826474805,3.18437265588"
2020,wifi,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120401,HOMMELET NORD,ROUBAIX,,,Médiathèque,14.0,gratuite,1,0,0,0,0,0,1,Femme,"50.700713575,3.18038314815"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120201,FOSSE AUX CHENES,ROUBAIX,,,Consultation sur place,3.0,gratuite,0,0,0,0,0,0,0,Homme,"50.6967838712,3.17302126792"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595121001,PILE EST,ROUBAIX,,,Médiathèque,10.0,gratuite,0,0,0,0,0,0,0,Femme,"50.6877901549,3.19586939419"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,TOURCOING,,,Médiathèque,3.0,gratuite,0,0,0,0,0,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120701,BARBIEUX - VAUBAN,ROUBAIX,,,Médiathèque Plus (17 €),5.0,payante,1,0,1,0,1,0,0,Homme,"50.6795654267,3.16516830273"
2020,prêt,Emprunteur,Emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121201,LINNE - CHEMIN NEUF,ROUBAIX,,,Médiathèque,3.0,gratuite,5,0,5,5,0,0,0,Homme,"50.6769574365,3.18904341528"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,LILLE,,,Médiathèque Plus (17 €),15.0,payante,32,0,32,0,32,0,0,Homme,
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120301,ENTREPONT - CARTIGNY,ROUBAIX,,,Médiathèque,2.0,gratuite,21,15,8,0,8,0,0,Femme,"50.6977649684,3.19309371103"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120701,BARBIEUX - VAUBAN,ROUBAIX,,,Médiathèque,7.0,gratuite,5,5,0,0,0,0,0,Femme,"50.6795654267,3.16516830273"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121203,FRATERNITE,ROUBAIX,,,Médiathèque,2.0,gratuite,0,0,0,0,0,0,0,Homme,"50.6828469736,3.19535999516"
2020,postes,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595120703,EDOUARD VAILLANT,ROUBAIX,,,Médiathèque,6.0,gratuite,3,3,0,0,0,0,0,Homme,"50.6730957834,3.1801075534"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Non Roubaisien,,,WASQUEHAL,,,Médiathèque,2.0,gratuite,2,0,2,0,2,0,0,Homme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,CROIX,,,Médiathèque,6.0,gratuite,10,0,10,0,10,0,0,Femme,
2020,étude,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120201,FOSSE AUX CHENES,ROUBAIX,,,Consultation sur place,2.0,gratuite,1,0,0,0,0,1,0,Homme,"50.6967838712,3.17302126792"
2020,aucune trace,Non emprunteur,Non emprunteur Zèbre,Non emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,,,ROUBAIX,,,Médiathèque Plus (Personnel médiathèque),15.0,payante,0,0,0,0,0,0,0,Femme,
2020,prêt + étude + wifi,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Utilisateur Salle d'étude,Non utilisateur postes informatiques,Utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120603,ANSEELE,ROUBAIX,,,Médiathèque,2.0,gratuite,7,0,3,0,3,1,4,Homme,"50.6893401467,3.18056466302"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Roubaisien,595120504,TRICHON,ROUBAIX,,,Médiathèque,13.0,gratuite,1,0,1,0,1,0,0,Homme,"50.6899026291,3.16585093674"
2020,prêt + postes,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Roubaisien,595120601,ESPERANCE CENTRE,ROUBAIX,,,Médiathèque,2.0,gratuite,12,8,4,0,4,0,0,Femme,"50.6913285696,3.17220444227"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,15 - 24 ans,Non Roubaisien,,,CROIX,,,Médiathèque,10.0,gratuite,3,0,3,0,3,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,WERVICQ-SUD,,,Médiathèque,2.0,gratuite,8,0,8,0,8,0,0,Femme,
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,<= 14 ans,0 - 14 ans,Roubaisien,595121203,FRATERNITE,ROUBAIX,,,Médiathèque,9.0,gratuite,9,0,9,0,9,0,0,Femme,"50.6828469736,3.19535999516"
2020,prêt,Emprunteur,Non emprunteur Zèbre,Emprunteur Médiathèque,Non utilisateur Salle d'étude,Non utilisateur postes informatiques,Non utilisateur Wifi,15 ans et plus,25 - 64 ans,Non Roubaisien,,,WATTRELOS,,,Médiathèque,2.0,gratuite,2,0,2,0,2,0,0,Homme,
